3.0000    281.0000    -1.1927    37.4108
3.0000    281.0000    -3.7572    26.7295
3.0000    281.0000    -6.7063    24.4994
3.0000    281.0000    -10.0977    24.7779
3.0000    281.0000    -13.9979    25.2602
3.0000    281.0000    -18.4831    25.4148
3.0000    281.0000    -23.6411    25.2001
3.0000    283.1500    -1.1927    26.9470
3.0000    283.1500    -3.7572    24.4876
3.0000    283.1500    -6.7063    24.1402
3.0000    283.1500    -10.0977    24.6603
3.0000    283.1500    -13.9979    25.1563
3.0000    283.1500    -18.4831    25.3487
3.0000    283.1500    -23.6411    25.2288
3.0000    285.6225    -1.1927    24.3557
3.0000    285.6225    -3.7572    23.9514
3.0000    285.6225    -6.7063    24.1058
3.0000    285.6225    -10.0977    24.6397
3.0000    285.6225    -13.9979    25.0911
3.0000    285.6225    -18.4831    25.2719
3.0000    285.6225    -23.6411    25.1448
3.0000    288.4725    -1.1927    24.3161
3.0000    288.4725    -3.7572    24.2687
3.0000    288.4725    -6.7063    24.3879
3.0000    288.4725    -10.0977    24.6910
3.0000    288.4725    -13.9979    24.9793
3.0000    288.4725    -18.4831    25.1029
3.0000    288.4725    -23.6411    24.9530
3.0000    291.5275    -1.1927    25.3418
3.0000    291.5275    -3.7572    25.1034
3.0000    291.5275    -6.7063    24.8627
3.0000    291.5275    -10.0977    24.7824
3.0000    291.5275    -13.9979    24.8369
3.0000    291.5275    -18.4831    24.8762
3.0000    291.5275    -23.6411    24.7174
3.0000    294.3775    -1.1927    27.7364
3.0000    294.3775    -3.7572    26.5639
3.0000    294.3775    -6.7063    25.4331
3.0000    294.3775    -10.0977    24.8838
3.0000    294.3775    -13.9979    24.7423
3.0000    294.3775    -18.4831    24.7168
3.0000    294.3775    -23.6411    24.5712
3.0000    296.8500    -1.1927    31.0241
3.0000    296.8500    -3.7572    28.5280
3.0000    296.8500    -6.7063    26.0018
3.0000    296.8500    -10.0977    24.9941
3.0000    296.8500    -13.9979    24.7333
3.0000    296.8500    -18.4831    24.6733
3.0000    296.8500    -23.6411    24.5432
3.0000    299.0000    -1.1927    27.3687
3.0000    299.0000    -3.7572    28.6548
3.0000    299.0000    -6.7063    26.2074
3.0000    299.0000    -10.0977    25.0582
3.0000    299.0000    -13.9979    24.7565
3.0000    299.0000    -18.4831    24.6744
3.0000    299.0000    -23.6411    24.5477
3.0000    301.0000    -1.1927    27.4416
3.0000    301.0000    -3.7572    28.6861
3.0000    301.0000    -6.7063    26.2429
3.0000    301.0000    -10.0977    25.1012
3.0000    301.0000    -13.9979    24.7822
3.0000    301.0000    -18.4831    24.6741
3.0000    301.0000    -23.6411    24.5263
3.0000    303.1500    -1.1927    29.4026
3.0000    303.1500    -3.7572    28.3870
3.0000    303.1500    -6.7063    26.1564
3.0000    303.1500    -10.0977    25.1634
3.0000    303.1500    -13.9979    24.8292
3.0000    303.1500    -18.4831    24.6724
3.0000    303.1500    -23.6411    24.4637
3.0000    305.6225    -1.1927    28.0275
3.0000    305.6225    -3.7572    27.0775
3.0000    305.6225    -6.7063    25.9804
3.0000    305.6225    -10.0977    25.3192
3.0000    305.6225    -13.9979    24.9679
3.0000    305.6225    -18.4831    24.7160
3.0000    305.6225    -23.6411    24.3927
3.0000    308.4725    -1.1927    27.3614
3.0000    308.4725    -3.7572    26.8718
3.0000    308.4725    -6.7063    26.3630
3.0000    308.4725    -10.0977    25.8241
3.0000    308.4725    -13.9979    25.3456
3.0000    308.4725    -18.4831    24.9139
3.0000    308.4725    -23.6411    24.4130
3.0000    311.5275    -1.1927    29.1836
3.0000    311.5275    -3.7572    28.3654
3.0000    311.5275    -6.7063    27.5947
3.0000    311.5275    -10.0977    26.7186
3.0000    311.5275    -13.9979    25.9290
3.0000    311.5275    -18.4831    25.2575
3.0000    311.5275    -23.6411    24.5823
3.0000    314.3775    -1.1927    32.5979
3.0000    314.3775    -3.7572    30.6014
3.0000    314.3775    -6.7063    28.8658
3.0000    314.3775    -10.0977    27.4324
3.0000    314.3775    -13.9979    26.3677
3.0000    314.3775    -18.4831    25.5550
3.0000    314.3775    -23.6411    24.8186
3.0000    316.8500    -1.1927    35.7601
3.0000    316.8500    -3.7572    32.5155
3.0000    316.8500    -6.7063    29.6322
3.0000    316.8500    -10.0977    27.7545
3.0000    316.8500    -13.9979    26.5787
3.0000    316.8500    -18.4831    25.7442
3.0000    316.8500    -23.6411    25.0251
3.0000    319.0000    -1.1927    31.9063
3.0000    319.0000    -3.7572    31.9195
3.0000    319.0000    -6.7063    29.6666
3.0000    319.0000    -10.0977    27.7552
3.0000    319.0000    -13.9979    26.6177
3.0000    319.0000    -18.4831    25.8279
3.0000    319.0000    -23.6411    25.1535
3.0000    321.0000    -1.1927    31.5060
3.0000    321.0000    -3.7572    31.9203
3.0000    321.0000    -6.7063    29.7084
3.0000    321.0000    -10.0977    27.8655
3.0000    321.0000    -13.9979    26.7576
3.0000    321.0000    -18.4831    25.9648
3.0000    321.0000    -23.6411    25.2709
3.0000    323.1500    -1.1927    32.8929
3.0000    323.1500    -3.7572    32.2130
3.0000    323.1500    -6.7063    29.9122
3.0000    323.1500    -10.0977    28.2468
3.0000    323.1500    -13.9979    27.1333
3.0000    323.1500    -18.4831    26.2584
3.0000    323.1500    -23.6411    25.4503
3.0000    325.6225    -1.1927    32.6198
3.0000    325.6225    -3.7572    31.3262
3.0000    325.6225    -6.7063    29.9859
3.0000    325.6225    -10.0977    28.7394
3.0000    325.6225    -13.9979    27.6581
3.0000    325.6225    -18.4831    26.6727
3.0000    325.6225    -23.6411    25.6979
3.0000    328.4725    -1.1927    32.1030
3.0000    328.4725    -3.7572    31.1341
3.0000    328.4725    -6.7063    30.4446
3.0000    328.4725    -10.0977    29.4695
3.0000    328.4725    -13.9979    28.3688
3.0000    328.4725    -18.4831    27.2381
3.0000    328.4725    -23.6411    26.0681
3.0000    331.5275    -1.1927    32.9634
3.0000    331.5275    -3.7572    31.7823
3.0000    331.5275    -6.7063    31.0435
3.0000    331.5275    -10.0977    30.0068
3.0000    331.5275    -13.9979    28.8305
3.0000    331.5275    -18.4831    27.6200
3.0000    331.5275    -23.6411    26.3721
3.0000    334.3775    -1.1927    34.6501
3.0000    334.3775    -3.7572    32.5869
3.0000    334.3775    -6.7063    31.1987
3.0000    334.3775    -10.0977    29.9130
3.0000    334.3775    -13.9979    28.7175
3.0000    334.3775    -18.4831    27.5750
3.0000    334.3775    -23.6411    26.4345
3.0000    336.8500    -1.1927    36.3164
3.0000    336.8500    -3.7572    33.2556
3.0000    336.8500    -6.7063    31.1148
3.0000    336.8500    -10.0977    29.5862
3.0000    336.8500    -13.9979    28.4232
3.0000    336.8500    -18.4831    27.3981
3.0000    336.8500    -23.6411    26.4071
3.0000    339.0000    -1.1927    32.3440
3.0000    339.0000    -3.7572    31.7248
3.0000    339.0000    -6.7063    30.6287
3.0000    339.0000    -10.0977    29.1485
3.0000    339.0000    -13.9979    28.0794
3.0000    339.0000    -18.4831    27.1814
3.0000    339.0000    -23.6411    26.3276
3.0000    341.0000    -1.1927    31.5880
3.0000    341.0000    -3.7572    31.6051
3.0000    341.0000    -6.7063    30.5061
3.0000    341.0000    -10.0977    29.0784
3.0000    341.0000    -13.9979    28.0586
3.0000    341.0000    -18.4831    27.2045
3.0000    341.0000    -23.6411    26.3877
3.0000    343.1500    -1.1927    32.1678
3.0000    343.1500    -3.7572    32.3444
3.0000    343.1500    -6.7063    30.7481
3.0000    343.1500    -10.0977    29.4200
3.0000    343.1500    -13.9979    28.4173
