233133.703125 24.306583 2432659.250000 25.000000
233133.703125 -3500.000000 2432659.250000 151.170176
222945.375000 90.280525 2444686.250000 25.000000
222945.375000 -3500.000000 2444686.250000 140.047091
233067.046875 442.053589 2456494.750000 25.000000
233067.046875 -3500.000000 2456494.750000 125.315889
228864.703125 299.248962 2459420.000000 25.000000
228864.703125 -3500.000000 2459420.000000 142.016868
228502.375000 366.851410 2474555.000000 25.000000
228502.375000 -3500.000000 2474555.000000 138.435878
238822.484375 373.181702 2491821.250000 25.000000
238822.484375 -3500.000000 2491821.250000 266.629248
184876.500000 23.277658 2498294.750000 25.000000
184876.500000 -3500.000000 2498294.750000 95.113225
212147.500000 190.486679 2509279.000000 25.000000
212147.500000 -3500.000000 2509279.000000 95.119247
174642.203125 3.158676 2509416.500000 25.000000
174642.203125 -3500.000000 2509416.500000 95.063174
250134.937500 174.000153 2510477.000000 25.000000
250134.937500 -3500.000000 2510477.000000 278.985269
228303.906250 562.419189 2516431.000000 25.000000
228303.906250 -3500.000000 2516431.000000 227.661405
254272.593750 134.799377 2517907.250000 25.000000
254272.593750 -3500.000000 2517907.250000 233.274004
265416.656250 184.153397 2529529.500000 25.000000
265416.656250 -3500.000000 2529529.500000 168.863880
244974.875000 448.125183 2530521.750000 25.000000
244974.875000 -3500.000000 2530521.750000 283.875877
183252.609375 26.914391 2530720.250000 25.000000
183252.609375 -3500.000000 2530720.250000 89.503998
254699.593750 371.900848 2531315.750000 25.000000
254699.593750 -3500.000000 2531315.750000 235.044385
221953.062500 996.421265 2536277.250000 25.000000
221953.062500 -3500.000000 2536277.250000 217.630041
260079.703125 297.256134 2540973.500000 25.000000
260079.703125 -3500.000000 2540973.500000 206.508843
279386.906250 148.173935 2543215.000000 25.000000
279386.906250 -3500.000000 2543215.000000 199.017897
174822.093750 9.243926 2544485.000000 25.000000
174822.093750 -3500.000000 2544485.000000 140.103201
198771.593750 164.712723 2553609.750000 25.000000
198771.593750 -3500.000000 2553609.750000 185.147946
266899.593750 333.327087 2556667.500000 25.000000
266899.593750 -3500.000000 2556667.500000 344.699479
219095.000000 412.714478 2556878.250000 25.000000
219095.000000 -3500.000000 2556878.250000 262.110498
201114.359375 322.786438 2559100.500000 25.000000
201114.359375 -3500.000000 2559100.500000 102.667376
193677.703125 72.888847 2561010.500000 25.000000
193677.703125 -3500.000000 2561010.500000 134.330399
224930.015625 723.546814 2562474.500000 25.000000
224930.015625 -3500.000000 2562474.500000 183.246625
256088.843750 915.577454 2562474.500000 25.000000
256088.843750 -3500.000000 2562474.500000 260.167528
200507.093750 276.938965 2562829.750000 25.000000
200507.093750 -3500.000000 2562829.750000 122.445026
168087.500000 5.510345 2562974.500000 25.000000
168087.500000 -3500.000000 2562974.500000 116.844371
252558.093750 768.103882 2563487.500000 25.000000
252558.093750 -3500.000000 2563487.500000 478.699441
169805.203125 5.155010 2564809.500000 25.000000
169805.203125 -3500.000000 2564809.500000 152.587642
281690.687500 897.958130 2569420.750000 25.000000
281690.687500 -3500.000000 2569420.750000 169.800939
284095.406250 199.691635 2576444.750000 25.000000
284095.406250 -3500.000000 2576444.750000 164.478375
197147.093750 357.519012 2577612.500000 25.000000
197147.093750 -3500.000000 2577612.500000 220.961965
208747.296875 276.885651 2579604.250000 25.000000
208747.296875 -3500.000000 2579604.250000 202.891314
181822.500000 16.684454 2581365.750000 25.000000
181822.500000 -3500.000000 2581365.750000 159.337346
200320.500000 436.373199 2583114.750000 25.000000
200320.500000 -3500.000000 2583114.750000 149.701113
186945.796875 26.686493 2583184.500000 25.000000
186945.796875 -3500.000000 2583184.500000 279.274096
178443.000000 12.520665 2586915.750000 25.000000
178443.000000 -3500.000000 2586915.750000 134.766271
281501.406250 205.928436 2592500.500000 25.000000
281501.406250 -3500.000000 2592500.500000 312.209453
219691.000000 1375.887085 2597297.250000 25.000000
219691.000000 -3500.000000 2597297.250000 99.113484
283873.187500 303.568848 2599520.750000 25.000000
283873.187500 -3500.000000 2599520.750000 692.906692
283476.875000 1110.552002 2604152.000000 25.000000
283476.875000 -3500.000000 2604152.000000 284.905533
192145.703125 24.663700 2605317.500000 25.000000
192145.703125 -3500.000000 2605317.500000 143.076234
242990.234375 1593.243164 2605938.000000 25.000000
242990.234375 -3500.000000 2605938.000000 260.367808
171741.703125 8.844940 2609099.500000 25.000000
171741.703125 -3500.000000 2609099.500000 147.458688
231287.000000 1703.394043 2610747.250000 25.000000
231287.000000 -3500.000000 2610747.250000 189.115046
213617.578125 311.022095 2613082.750000 25.000000
213617.578125 -3500.000000 2613082.750000 83.842987
168401.000000 3.963124 2620196.000000 25.000000
168401.000000 -3500.000000 2620196.000000 144.870578
298094.000000 94.509186 2621523.250000 25.000000
298094.000000 -3500.000000 2621523.250000 65.977405
287049.218750 256.543488 2624792.250000 25.000000
287049.218750 -3500.000000 2624792.250000 197.626152
260851.984375 1192.740356 2624990.500000 25.000000
260851.984375 -3500.000000 2624990.500000 271.049722
217734.703125 150.546127 2636613.750000 25.000000
217734.703125 -3500.000000 2636613.750000 92.900158
252714.968750 682.448792 2636700.000000 25.000000
252714.968750 -3500.000000 2636700.000000 128.195706
285263.031250 694.608337 2642058.500000 25.000000
285263.031250 -3500.000000 2642058.500000 154.596680
246090.593750 698.526123 2643596.000000 25.000000
246090.593750 -3500.000000 2643596.000000 52.290420
300732.406250 188.374405 2646081.750000 25.000000
300732.406250 -3500.000000 2646081.750000 91.759577
